Date,Time,Global_active_power,global_ractive_power,voltage,global_intensity,sub_metering_1,consumer_name
3/1/2020,0:00,0.032,0.02,1203.9,7.2,32,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,0:15,0.02,0.024,1206.48,6.8,20,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,0:30,0.016,0.024,1208.11,6.2,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,0:45,0.044,0.02,1215.36,6.8,44,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,1:00,0.14,0.012,1213.95,6.6,140,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,1:15,0.02,0.02,1211.45,8.8,20,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,1:30,0.016,0.024,1214.31,9.2,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,1:45,0.02,0.024,1208.43,10.2,20,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,2:00,0.056,0.02,1209.15,11,56,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,2:15,0.132,0.008,1209.48,8.6,132,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,2:30,0.016,0.024,1208.23,6,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,2:45,0.016,0.024,1209.51,6,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,3:00,0.016,0.024,1210.74,6,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,3:15,0.064,0.02,1212.64,5,64,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,3:30,0.128,0.008,1216.45,6.4,128,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,3:45,0.016,0.024,1211.43,19.8,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,4:00,0.016,0.024,1206.47,29,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,4:15,0.016,0.024,1203.12,29.2,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,4:30,0.072,0.016,1201.24,28,72,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,4:45,0.116,0.012,1204.57,27.8,116,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,5:00,0.016,0.024,1206.95,27,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,5:15,0.016,0.024,1205.55,27,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,5:30,0.02,0.024,1209.31,27,20,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,5:45,0.072,0.02,1211.4,28.4,72,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,6:00,0.116,0.016,1205.53,29,116,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,6:15,0.016,0.024,1207.66,29,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,6:30,0.016,0.024,1210.74,18.2,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,6:45,0.02,0.024,1219,6.2,20,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,7:00,0.096,0.012,1215.36,6.6,96,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,7:15,0.096,0.016,1211.15,5.6,96,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,7:30,0.016,0.024,1217.33,5,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,7:45,0.016,0.02,1224.95,5,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,8:00,0.02,0.024,1218.51,6.4,20,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,8:15,0.132,0.012,1214.58,7,132,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,8:30,0.064,0.016,1214.89,7,64,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,8:45,0.016,0.024,1217.98,6.2,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,9:00,0.016,0.024,1221.15,5,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,9:15,0.044,0.016,1219.46,6.6,44,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,9:30,0.14,0.012,1218.63,6.8,140,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,9:45,0.032,0.02,1223.94,5.4,32,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,10:00,0.016,0.024,1216.87,5,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,10:15,0.016,0.024,1212.61,6.6,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,10:30,0.072,0.016,1218.82,7,72,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,10:45,0.124,0.008,1212.06,7,124,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,11:00,0.016,0.024,1217.46,6,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,11:15,0.016,0.024,1220.49,5,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,11:30,0.016,0.024,1215.98,5,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,11:45,0.1,0.012,1214.3,7,100,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,12:00,0.092,0.016,1213.17,6.4,92,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,12:15,0.02,0.02,1222.49,5.2,20,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,12:30,0.016,0.024,1223.6,6.4,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,12:45,0.016,0.024,1212.53,16.2,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,13:00,0.124,0.008,1215.72,8.2,124,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,13:15,0.068,0.016,1216.16,6,68,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,13:30,0.016,0.024,1210.66,5,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,13:45,0.016,0.024,1209.29,5,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,14:00,0.028,0.02,1208.82,5.4,28,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,14:15,0.14,0.012,1205.53,7,140,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,14:30,0.04,0.02,1212.5,6.8,40,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,14:45,0.02,0.02,1205.79,6.2,20,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,15:00,0.016,0.024,1202.41,7,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,15:15,0.044,0.02,1202.31,7,44,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,15:30,0.14,0.012,1199.12,8.4,140,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,15:45,0.024,0.02,1204.09,7,24,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,16:00,0.016,0.024,1202.97,7,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,16:15,0.016,0.024,1200.58,7,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,16:30,0.064,0.016,1205.41,7.6,64,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,16:45,0.124,0.012,1204.66,9,124,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,17:00,0.02,0.024,1203.44,9.6,20,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,17:15,0.016,0.02,1212.13,9.8,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,17:30,0.016,0.024,1214.53,9.4,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,17:45,0.076,0.016,1211.82,8.2,76,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,18:00,0.112,0.012,1218.15,7,112,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,18:15,0.016,0.024,1218.62,7,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,18:30,0.02,0.02,1220.32,7,20,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,18:45,0.016,0.024,1222.99,7,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,19:00,0.088,0.016,1218.22,7.6,88,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,19:15,0.1,0.012,1219.24,10.2,100,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,19:30,0.016,0.024,1221.8,9.8,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,19:45,0.016,0.02,1214.83,7,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,20:00,0.02,0.024,1215.12,6.4,20,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,20:15,0.092,0.016,1214.64,5,92,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,20:30,0.096,0.02,1214.41,5,96,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,20:45,0.016,0.024,1204.07,5,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,21:00,0.016,0.024,1201.36,5,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,21:15,0.02,0.024,1206.8,5,20,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,21:30,0.112,0.012,1216.44,7.2,112,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,21:45,0.08,0.016,1213.7,9.2,80,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,22:00,0.016,0.024,1210.81,8.6,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,22:15,0.016,0.024,1216.97,6.8,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,22:30,0.028,0.02,1214.27,5,28,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,22:45,0.14,0.012,1206.52,5,140,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,23:00,0.044,0.02,1204.94,5,44,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,23:15,0.016,0.024,1209.29,5,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,23:30,0.02,0.024,1208.57,5,20,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/1/2020,23:45,0.056,0.016,1202.54,5.8,56,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,0:00,0.136,0.012,1197.62,9,136,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,0:15,0.016,0.024,1207.05,11,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,0:30,0.02,0.024,1207.22,11.6,20,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,0:45,0.016,0.024,1213.59,9,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,1:00,0.092,0.016,1218.64,9.4,92,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,1:15,0.1,0.012,1212.59,9,100,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,1:30,0.02,0.024,1211.99,6.6,20,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,1:45,0.016,0.024,1212.81,6,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,2:00,0.016,0.024,1213.79,6.8,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,2:15,0.12,0.012,1206.95,8,120,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,2:30,0.072,0.02,1212.82,9.4,72,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,2:45,0.016,0.024,1214.35,10,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,3:00,0.016,0.024,1216.07,7.2,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,3:15,0.02,0.024,1210.09,6,20,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,3:30,0.14,0.008,1198.86,7.2,140,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,3:45,0.048,0.02,1202.58,7.6,48,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,4:00,0.016,0.024,1201.59,7.6,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,4:15,0.016,0.024,1197.01,8.8,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,4:30,0.04,0.02,1200.01,10,40,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,4:45,0.136,0.012,1196.1,10,136,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,5:00,0.032,0.02,1198.25,10.4,32,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,5:15,0.016,0.024,1203.91,9,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,5:30,0.016,0.024,1199.14,8.8,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,5:45,0.052,0.02,1200.64,7.2,52,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,6:00,0.136,0.012,1201.45,7.4,136,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,6:15,0.02,0.028,1203.69,7,20,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,6:30,0.016,0.024,1206.92,7.8,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,6:45,0.016,0.024,1203.38,9,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,7:00,0.068,0.016,1206.75,9,68,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,7:15,0.128,0.012,1208.07,9,128,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,7:30,0.016,0.024,1207.58,8.6,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,7:45,0.016,0.024,1212.8,8,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,8:00,0.016,0.02,1213.92,9.6,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,8:15,0.104,0.016,1207.4,8.2,104,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,8:30,0.092,0.012,1208.38,8,92,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,8:45,0.016,0.024,1207.82,8.6,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,9:00,0.02,0.024,1205.34,11,20,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,9:15,0.164,0.04,1205.55,11,164,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,9:30,0.384,0.032,1209.82,10.8,384,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,9:45,0.3,0.04,1202.91,30.6,300,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,10:00,0.456,0.044,1192.06,73,456,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,10:15,0.256,0.044,1191.9,85.4,256,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,10:30,0.316,0.036,1190.74,92.6,316,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,10:45,0.368,0.032,1190.96,87.2,368,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,11:00,0.256,0.044,1192.99,69.8,256,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,11:15,0.22,0.048,1196.39,50.2,220,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,11:30,0.196,0.048,1198,50,196,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,11:45,0.288,0.04,1197.65,48.6,288,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,12:00,0.276,0.04,1202.69,54,276,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,12:15,0.2,0.052,1199.32,50.8,200,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,12:30,0.196,0.048,1205.17,43,196,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,12:45,0.208,0.048,1207.87,43,208,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,13:00,0.396,0.04,1207.1,44.4,396,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,13:15,0.324,0.048,1203.6,46,324,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,13:30,0.248,0.052,1204.2,53.8,248,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,13:45,0.26,0.056,1205.56,43,260,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,14:00,0.288,0.052,1208.03,41.6,288,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,14:15,0.392,0.04,1210.51,41.4,392,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,14:30,0.46,0.048,1208.29,37.2,460,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,14:45,0.196,0.048,1209.58,28.2,196,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,15:00,0.184,0.048,1206.84,29,184,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,15:15,0.216,0.044,1207.59,29.6,216,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,15:30,0.268,0.036,1203.94,30.8,268,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,15:45,0.164,0.048,1211.03,32,164,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,16:00,0.156,0.048,1211.6,32,156,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,16:15,0.164,0.048,1213.8,28.6,164,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,16:30,0.252,0.04,1219.14,28,252,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,16:45,0.248,0.04,1220.45,28,248,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,17:00,0.14,0.044,1218.52,30.2,140,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,17:15,0.016,0.024,1218.56,34.6,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,17:30,0.016,0.02,1218.88,29.4,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,17:45,0.12,0.008,1219.89,32,120,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,18:00,0.072,0.016,1222.38,30.6,72,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,18:15,0.016,0.024,1217.9,30,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,18:30,0.016,0.024,1221.76,28.6,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,18:45,0.016,0.024,1224.76,28,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,19:00,0.14,0.008,1225.14,28,140,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,19:15,0.132,0.008,1222.85,28,132,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,19:30,0.204,0.024,1222.03,28,204,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,19:45,0.096,0.024,1223.63,29.2,96,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,20:00,0.016,0.024,1227.28,32,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,20:15,0.068,0.016,1222.03,31.4,68,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,20:30,0.156,0.004,1222.69,30,156,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,20:45,0.08,0.016,1228.87,28.8,80,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,21:00,0.016,0.024,1223.02,28,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,21:15,0.016,0.02,1219.71,28,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,21:30,0.068,0.02,1218.08,28,68,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,21:45,0.132,0.012,1219.1,28,132,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,22:00,0.016,0.024,1221.75,28,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,22:15,0.016,0.024,1220.92,22.4,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,22:30,0.016,0.02,1220.09,10,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,22:45,0.084,0.016,1218.91,11.6,84,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,23:00,0.104,0.016,1223.06,18,104,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,23:15,0.02,0.024,1222,17,20,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,23:30,0.016,0.024,1223.44,17,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/2/2020,23:45,0.016,0.02,1218.72,18.6,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/3/2020,0:00,0.096,0.016,1216.54,19,96,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/3/2020,0:15,0.088,0.016,1217.39,19,88,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/3/2020,0:30,0.016,0.024,1216.87,20.8,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/3/2020,0:45,0.016,0.024,1216.99,23,16,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/3/2020,1:00,0.02,0.024,1217.23,23,20,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/3/2020,1:15,0.104,0.012,1221.32,21.2,104,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
3/3/2020,1:30,0.076,0.016,1222.38,18,76,cmKm2WycoodYN3GdfZTDr3CbLzQ0MabHl43JggXkY5A=
